track_name,artist_name,artist_genre,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id
forget me too (feat. Halsey),Machine Gun Kelly,"['ohio_hip_hop', 'pop_rap']",78,0.654,0.875,1,-4.845,1,0.0744,0.000417,0.0086,0.194,0.522,99.975,1VSuFS7PahCN3SWbOcQ98m
Chanel Bag,KillBunk,['sad_rap'],80,0.77,0.614,11,-5.49,0,0.0816,0.0671,0.0,0.0873,0.698,115.012,4d16JADh71pTeqx0vlHL69
TE MUDASTE,Bad Bunny,"['latin', 'reggaeton', 'trap_latino']",85,0.811,0.637,10,-4.835,0,0.0591,0.234,0.000572,0.118,0.471,92.025,5RubKOuDoPn5Kj5TLVxSxY
Small Worlds,Mac Miller,"['hip_hop', 'pittsburgh_rap', 'rap']",77,0.516,0.546,5,-9.105,1,0.249,0.814,4.5e-06,0.0995,0.515,78.267,4gT3mNJA8lnlkYFqGZ8IA2
Rules,Doja Cat,"['dance_pop', 'pop']",80,0.651,0.724,7,-5.457,1,0.166,0.172,0.0,0.13,0.686,144.146,1TMWcbxL5YF8rKsFHv5hAP
Sanguine Paradise,Lil Uzi Vert,"['melodic_rap', 'philly_rap', 'rap', 'trap']",76,0.729,0.603,6,-6.736,0,0.0666,0.0948,0.0,0.113,0.207,134.972,3XiNC94b4Tq1xwv70sQJGN
I Like It,Cardi B,"['dance_pop', 'pop', 'pop_rap', 'rap']",82,0.816,0.726,5,-3.998,0,0.129,0.099,0.0,0.372,0.65,136.048,58q2HKrzhC3ozto2nDdN4z
Drunk And Nasty (feat. Sharc),Pi’erre Bourne,"['melodic_rap', 'pluggnb', 'rap', 'trap', 'vapor_trap']",78,0.779,0.487,1,-8.642,1,0.165,0.28,0.0,0.166,0.0915,127.049,1lAJUXyP5S2dUYHer1xBas
As the World Caves In,Sarah Cothran,['gen_z_singer-songwriter'],81,0.422,0.25,0,-6.836,1,0.0351,0.441,0.0,0.35,0.246,124.026,2xXNLutYAOELYVObYb1C1S
Beers On Me,Dierks Bentley,"['contemporary_country', 'country', 'country_road']",75,0.59,0.846,4,-4.251,1,0.0396,0.182,0.0,0.53,0.733,146.028,19ZzEzb4BVK1wVO4brrmZz
Take A Step Back,Ski Mask The Slump God,"['miami_hip_hop', 'rap', 'underground_hip_hop']",78,0.8,0.591,6,-8.808,1,0.271,0.111,0.0,0.429,0.747,117.003,2gQYziDV5cSTRSqr6akzi5
motive (with Doja Cat),Ariana Grande,"['dance_pop', 'pop']",82,0.789,0.742,10,-5.664,0,0.0652,0.0681,0.0,0.166,0.661,116.965,5GkQIP5mWPi4KZLLXeuFTT
Not In The Mood (feat. Fivio Foreign & Kay Flock),Lil Tjay,"['brooklyn_drill', 'melodic_rap', 'nyc_rap']",78,0.545,0.82,8,-4.489,1,0.275,0.0951,0.0,0.29,0.357,141.908,25GyyK9CyZRiDCsPY51fIT
Bruises,Lewis Capaldi,"['pop', 'uk_pop']",82,0.736,0.308,4,-7.83,1,0.0677,0.946,0.0,0.186,0.361,111.202,4Of7rzpRpV1mWRbhp5rAqG
SUGAR,BROCKHAMPTON,"['boy_band', 'hip_hop', 'pop', 'rap']",78,0.453,0.538,1,-8.212,1,0.0638,0.449,0.0,0.19,0.516,122.973,6U0FIYXCQ3TGrk4tFpLrEA
"Switch it Up (feat. G Herbo, No More Heroes)",Pooh Shiesty,"['memphis_hip_hop', 'rap', 'southern_hip_hop', 'tennessee_hip_hop', 'trap']",75,0.443,0.731,0,-4.997,1,0.255,0.289,0.0,0.207,0.956,147.818,06BY7fb0Ztz7f7JPRWSBZ3
Suicidal,YNW Melly,"['melodic_rap', 'trap']",79,0.735,0.369,9,-9.682,0,0.0688,0.334,0.0,0.126,0.235,140.004,1iSqfoUFnQwV0QW1EfUit8
Goosebumps - Remix,Travis Scott,"['rap', 'slap_house']",85,0.841,0.593,1,-7.846,1,0.0379,0.418,0.0,0.124,0.808,124.917,5uEYRdEIh9Bo4fpjDd4Na9
Conversations,Juice WRLD,"['chicago_rap', 'melodic_rap']",77,0.747,0.622,11,-5.825,1,0.0838,0.176,0.0,0.151,0.57,159.93,4K06PO78fW4mnBVenxGNob
bad idea!,girl in red,"['bedroom_pop', 'bubblegrunge', 'indie_pop', 'norwegian_indie', 'pop']",80,0.511,0.806,1,-6.093,1,0.0481,0.03,0.0465,0.252,0.41,162.04,1M4Ud66z18wuIq3oOxqVHa
Heart On Ice,Rod Wave,['florida_rap'],75,0.732,0.387,10,-8.47,0,0.0741,0.0493,0.0,0.141,0.242,157.875,591ks2A0o7ratTpiRdI7M6
Pretty Little Fears (feat. J. Cole),6LACK,"['alternative_r&b', 'atl_hip_hop', 'hip_hop', 'melodic_rap', 'r&b', 'rap', 'trap']",78,0.61,0.458,9,-11.336,1,0.36,0.696,0.000103,0.0852,0.246,192.099,4at3d5QWnlibMVN75ECDrp
Rät,Penelope Scott,"['alt_z', 'indie_pop', 'modern_indie_pop']",79,0.591,0.45,5,-13.291,0,0.26,0.312,0.000116,0.147,0.304,144.201,25z6kpmIwkCUqk2IORrJ5v
Cruel Summer,Taylor Swift,['pop'],80,0.552,0.702,9,-5.707,1,0.157,0.117,2.06e-05,0.105,0.564,169.994,1BxfuPKGuaTgP7aM0Bbdwr
Suicidal (Remix) [feat. Juice WRLD],YNW Melly,"['melodic_rap', 'trap']",78,0.655,0.441,9,-5.245,0,0.0629,0.474,0.0,0.099,0.273,139.957,4S2uhQE8L9V6p7rj7SiauJ
Tyler Herro,Jack Harlow,"['deep_underground_hip_hop', 'kentucky_hip_hop', 'rap']",78,0.794,0.756,5,-7.16,0,0.136,0.11,0.0,0.247,0.775,123.066,4DuUwzP4ALMqpquHU0ltAB
The Very First Night (Taylor's Version) (From The Vault),Taylor Swift,['pop'],78,0.678,0.733,7,-5.025,1,0.0281,0.00115,0.0,0.104,0.581,121.009,6pYNq0ZwpPVazKzsqpf0G8
Bad Boy (with Young Thug),Juice WRLD,"['chicago_rap', 'melodic_rap']",77,0.697,0.674,1,-6.326,1,0.0533,0.00215,0.0,0.138,0.198,81.535,43CIWpJaJHRcI4mUSjqgc2
Lonely (with Lil Wayne),DaBaby,"['north_carolina_hip_hop', 'rap', 'trap']",76,0.718,0.628,0,-5.334,1,0.373,0.0884,0.0,0.186,0.771,139.769,6pmNoWKk0r6zfIjWneJRxR
Unbothered,Ski Mask The Slump God,"['miami_hip_hop', 'rap', 'underground_hip_hop']",77,0.884,0.445,1,-10.58,0,0.418,0.222,0.0,0.112,0.851,125.008,5hwUsRKvnO5yThjVrxHQVt
Pain,PinkPantheress,['russian_plugg'],78,0.829,0.617,1,-8.497,1,0.14,0.227,0.00306,0.0618,0.81,125.605,4S4QJfBGGrC8jRIjJHf1Ka
A Tu Merced,Bad Bunny,"['latin', 'reggaeton', 'trap_latino']",87,0.86,0.791,0,-4.784,1,0.0568,0.169,0.000106,0.106,0.887,92.023,4r9jkMEnArtWGH2rL2FZl0
The Business,Tiësto,"['big_room', 'brostep', 'dance_pop', 'dutch_edm', 'edm', 'house', 'pop', 'pop_dance', 'slap_house', 'trance', 'tropical_house']",88,0.798,0.62,8,-7.079,0,0.232,0.414,0.0192,0.112,0.235,120.031,6f3Slt0GbA2bPZlz0aIFXN
Stargazing,The Neighbourhood,"['modern_alternative_rock', 'modern_rock', 'pop']",79,0.512,0.483,0,-7.798,1,0.0298,0.00304,0.0011,0.12,0.367,160.009,0VF7YLIxSQKyNiFL3X6MmN
16,Baby Keem,"['hip_hop', 'rap']",76,0.701,0.782,1,-4.987,1,0.138,0.0918,2.31e-06,0.124,0.57,94.03,1Is8hGpkGMiePASAxBluxM
La Santa,Bad Bunny,"['latin', 'reggaeton', 'trap_latino']",86,0.744,0.868,1,-4.524,1,0.047,0.0326,0.0,0.0822,0.586,93.037,69vlMrzHwATKzupwNcUPyK
Your Heart,Joyner Lucas,"['boston_hip_hop', 'hip_hop', 'pop_rap', 'rap']",77,0.861,0.637,6,-7.701,0,0.133,0.392,0.0,0.0929,0.754,87.006,2DTpP3caqX3QdJIEoS83mD
A La Antigüita,Calibre 50,['regional_mexican'],86,0.651,0.726,8,-4.144,1,0.0539,0.382,0.0,0.0535,0.963,179.99,798ahLNEcoFER7Vywg1FMT
Already Best Friends (feat. Chris Brown),Jack Harlow,"['deep_underground_hip_hop', 'kentucky_hip_hop', 'rap']",78,0.873,0.575,10,-7.284,0,0.0702,0.0891,0.0,0.108,0.872,103.005,4RKJRRd4VJfZWiqQTYsleE
Invincible,Pop Smoke,['brooklyn_drill'],82,0.548,0.732,11,-5.652,0,0.336,0.125,0.0,0.269,0.612,142.791,792HwhrdO3ErRKL5yRe4Ge
Amor Fugaz,Los Del Limit,"['corrido', 'corridos_tumbados', 'nuevo_regional_mexicano']",80,0.587,0.411,8,-8.758,1,0.0475,0.185,0.0,0.273,0.53,140.277,4O2bxKTnK9En7OPw8kGDDF
Youngblood,5 Seconds of Summer,"['boy_band', 'dance_pop', 'electropop', 'pop', 'post-teen_pop']",83,0.596,0.854,7,-5.114,0,0.463,0.0169,0.0,0.124,0.152,120.274,2iUXsYOEPhVqEBwsqP70rE
Paradise,Bazzi,"['dance_pop', 'electropop', 'pop']",78,0.844,0.644,11,-6.273,0,0.0479,0.0828,0.0,0.113,0.591,122.061,0Rx0DJI556Ix5gBny6EWmn
Acapulco,Jason Derulo,"['dance_pop', 'pop', 'pop_rap', 'post-teen_pop']",88,0.774,0.792,10,-4.021,1,0.0523,0.051,0.0,0.155,0.507,122.062,3eJH2nAjvNXdmPfBkALiPZ
love nwantiti (feat. Dj Yo! & AX'EL) - Remix,CKay,['afro_r&b'],90,0.579,0.596,8,-4.823,1,0.0561,0.436,0.0938,0.0549,0.443,119.9,4gvrJnKCKIPiacNsWVQwEU
Onna Come Up,Lil Eazzyy,['chicago_rap'],78,0.796,0.426,1,-13.207,1,0.285,0.356,2.73e-05,0.0941,0.649,150.043,0e4A9Fak1nJ7RtBD8YpoEo
a m a r i,J. Cole,"['conscious_hip_hop', 'hip_hop', 'north_carolina_hip_hop', 'rap']",77,0.725,0.713,4,-6.173,0,0.187,0.127,0.0,0.617,0.207,65.988,2cnKST6T9qUo2i907lm8zX
right where you left me - bonus track,Taylor Swift,['pop'],78,0.581,0.619,10,-6.524,1,0.0282,0.769,0.000106,0.117,0.645,137.915,3zwMVvkBe2qIKDObWgXw4N
Remember That Night?,Sara Kays,"['alt_z', 'gen_z_singer-songwriter', 'modern_indie_pop', 'pop']",80,0.679,0.61,7,-10.936,0,0.0305,0.585,9.51e-05,0.156,0.554,123.978,1nYzjrdVQ8RpF93M0jPFW7
Bang!,AJR,"['modern_rock', 'pop_rap']",72,0.74,0.516,1,-6.233,0,0.0507,0.0183,0.0,0.0558,0.698,139.918,53BHUFdQphHiZUUG3nx9zn
865,Morgan Wallen,['contemporary_country'],74,0.532,0.584,8,-5.254,1,0.0248,0.723,0.0,0.101,0.367,88.003,0sKEilrw1GrBlG6qsTCrP4
Blood // Water,grandson,"['modern_alternative_rock', 'modern_rock', 'rock']",74,0.504,0.891,6,-5.632,0,0.137,0.00163,0.00199,0.148,0.628,153.988,7clyJIrLkEbXUDwj1tC9zz
OUT WEST (feat. Young Thug),JACKBOYS,"['rap', 'trap']",82,0.802,0.591,8,-4.895,1,0.225,0.0104,0.0,0.196,0.309,139.864,6gi6y1xwmVszDWkUqab1qw
t r a n s p a r e n t s o u l feat. Travis Barker,WILLOW,"['afrofuturism', 'dance_pop', 'electropop', 'pop', 'post-teen_pop']",77,0.39,0.83,11,-5.201,0,0.0563,0.0021,0.0,0.156,0.191,90.021,1QL7nSDZCwZMnbisV4KOXt
Slumber Party (feat. Princess Nokia),Ashnikko,"['electropop', 'escape_room', 'pop']",80,0.964,0.398,11,-8.981,0,0.0795,0.00151,3.95e-05,0.101,0.563,105.012,11ZulcYY4lowvcQm4oe3VJ
Shallow,Lady Gaga,"['art_pop', 'dance_pop', 'pop']",86,0.572,0.385,7,-6.362,1,0.0308,0.371,0.0,0.231,0.323,95.799,2VxeLyX666F8uXCJ0dZF8B
august,Taylor Swift,['pop'],80,0.532,0.623,5,-9.208,1,0.0331,0.538,7.28e-05,0.0925,0.403,89.937,3hUxzQpSfdDqwM3ZTFQY0K
Popular Monster,Falling In Reverse,"['modern_rock', 'rap_metal', 'rock']",78,0.461,0.897,3,-3.982,0,0.092,0.00821,0.0,0.0965,0.358,165.107,4GssB27iJeqmfGxS94Tfij
Blueberry Faygo,Lil Mosey,"['melodic_rap', 'rap', 'rap_conscient', 'trap', 'vapor_trap']",80,0.774,0.554,0,-7.909,1,0.0383,0.207,0.0,0.132,0.349,99.034,22LAwLoDA5b4AaGSkg6bKW
Dancing On My Own,Calum Scott,"['neo_mellow', 'pop']",83,0.681,0.174,1,-8.745,1,0.0315,0.837,3.35e-05,0.0983,0.231,112.672,2BOqDYLOJBiMOXShCV1neZ
Candy Paint,Post Malone,"['dfw_rap', 'melodic_rap', 'rap']",78,0.664,0.667,4,-5.941,1,0.154,0.64,1.22e-06,0.0753,0.381,180.064,32lItqlMi4LBhb4k0BaSaC
hope ur ok,Olivia Rodrigo,['pop'],79,0.443,0.298,0,-12.181,1,0.0644,0.388,1e-05,0.103,0.172,77.253,1zejeOnykpCoyVSit6Bwp3
Goodbyes (feat. Young Thug),Post Malone,"['dfw_rap', 'melodic_rap', 'rap']",80,0.548,0.653,5,-3.875,1,0.081,0.456,0.0,0.103,0.163,150.068,0t3ZvGKlmYmVsDzBJAXK8C
All Your'n,Tyler Childers,"['kentucky_indie', 'kentucky_roots', 'outlaw_country']",73,0.585,0.55,11,-7.342,1,0.0255,0.408,3.97e-05,0.115,0.839,78.176,0fCwTrRNfoNk962ati8n2K
Come Back to Earth,Mac Miller,"['hip_hop', 'pittsburgh_rap', 'rap']",76,0.272,0.238,2,-12.148,0,0.0349,0.89,0.00925,0.275,0.119,83.507,01z2fBGB8Hl3Jd3zXe4IXR
Like That (feat. Gucci Mane),Doja Cat,"['dance_pop', 'pop']",79,0.879,0.498,4,-6.027,0,0.18,0.239,0.0,0.0967,0.405,106.044,4EivmOT13NMpNSfTKn9p4s
Rags2Riches 2 (feat. Lil Baby),Rod Wave,['florida_rap'],75,0.874,0.443,5,-9.628,0,0.241,0.147,0.0,0.124,0.298,118.004,40TPiJpvwGIyvPjJMDTKfy
El Tóxico,Grupo Firme,"['norteno', 'nuevo_regional_mexicano', 'regional_mexican', 'sierreno']",83,0.626,0.503,10,-5.087,1,0.141,0.407,0.0,0.234,0.821,72.985,7E9GeFGfjXw9LAI4ay6rsw
Baby (Lil Baby feat. DaBaby),Quality Control,"['hip_hop', 'melodic_rap', 'pop_rap', 'rap', 'southern_hip_hop', 'trap']",75,0.97,0.463,10,-7.259,1,0.366,0.0957,0.0,0.151,0.46,108.003,5MPPttjfGap2C6j6eKcO6J
Teacher's Pet,Melanie Martinez,"['alt_z', 'electropop', 'pop']",80,0.686,0.794,7,-6.136,0,0.0385,0.27,2.25e-05,0.125,0.532,140.952,5o5akY9xnEk6lpMkD8RwD9
Nights Like This (feat. Ty Dolla $ign),Kehlani,"['dance_pop', 'pop', 'pop_rap', 'r&b']",78,0.61,0.725,8,-5.131,1,0.15,0.367,0.0,0.154,0.291,146.163,6ZRuF2n1CQxyxxAAWsKJOy
Speechless,Dan + Shay,"['contemporary_country', 'country', 'pop']",75,0.616,0.438,1,-5.968,1,0.0298,0.356,0.0,0.24,0.386,135.929,3GJ4hzg4lrGwU51Y3VARbF
Lil Bit,Nelly,"['dance_pop', 'hip_hop', 'pop_rap', 'rap', 'southern_hip_hop', 'st_louis_rap', 'urban_contemporary']",76,0.707,0.689,4,-7.097,0,0.0387,0.0255,0.0,0.383,0.41,119.987,0NmuYnjETG3u3qx0OmEJev
Si Estuviésemos Juntos,Bad Bunny,"['latin', 'reggaeton', 'trap_latino']",86,0.672,0.594,1,-6.813,0,0.0789,0.0626,5.14e-05,0.152,0.158,171.854,35wvL50xvKpCHEJPxLOLPI
One Of Them Girls,Lee Brice,"['contemporary_country', 'country', 'country_road', 'modern_country_rock']",75,0.643,0.79,4,-6.079,1,0.0462,0.294,0.0,0.107,0.8,95.987,14GwnOeC9qYEKEA6uOZepa
Dealer,Lana Del Rey,"['art_pop', 'pop']",79,0.602,0.59,0,-6.346,0,0.0279,0.318,0.000166,0.104,0.381,130.08,7iqQz931tn59mK6IZ3knRx
Stay High,Juice WRLD,"['chicago_rap', 'melodic_rap']",77,0.745,0.5,8,-6.184,1,0.135,0.439,0.0,0.0943,0.433,76.968,21CkzgKCBCq5V4XKjiGSIj
moved to miami (feat. Lil Baby),Roddy Ricch,"['melodic_rap', 'rap', 'trap']",76,0.717,0.444,1,-11.126,1,0.18,0.0196,0.000315,0.114,0.116,124.685,3rjwafyisDpLdoJ4RecHp6
WHOLE LOTTA MONEY (feat. Nicki Minaj) - Remix,BIA,"['pop', 'r&b', 'rap_latina', 'trap_queen']",76,0.893,0.463,1,-5.301,1,0.36,0.199,0.0,0.318,0.591,81.026,67G6iaOw8DZqp1z8STR89R
ELEVEN,IVE,['k-pop_girl_group'],87,0.828,0.731,9,-3.033,1,0.111,0.0617,0.0,0.048,0.587,119.978,7n2FZQsaLb7ZRfRPfEeIvr
In The Bible (with Lil Durk & Giveon),Drake,"['canadian_hip_hop', 'canadian_pop', 'hip_hop', 'rap', 'toronto_rap']",78,0.686,0.385,7,-8.35,0,0.297,0.614,0.0,0.131,0.147,143.07,61S79KIVA4I9FXbnsylEHT
Fine China,Future,"['atl_hip_hop', 'hip_hop', 'pop_rap', 'rap', 'southern_hip_hop', 'trap']",76,0.656,0.542,7,-7.358,1,0.323,0.0484,0.0,0.126,0.551,166.111,5274I4mUMnYczyeXkGDWZN
Close Friends (Lil Baby & Gunna),Lil Baby,"['atl_hip_hop', 'atl_trap', 'rap', 'trap']",76,0.676,0.578,10,-4.669,0,0.375,0.0509,0.0,0.0796,0.698,158.896,5nzhL67GpF9szXWg5y509A
Partin Ways,Polo G,['chicago_rap'],76,0.744,0.439,1,-11.891,0,0.0632,0.424,0.0,0.104,0.39,124.008,5Y3ID1NKAg8qydyVCrM7ji
Look Back at It,A Boogie Wit da Hoodie,"['melodic_rap', 'rap', 'trap']",76,0.791,0.587,3,-5.075,0,0.0413,0.407,0.0,0.148,0.536,96.057,3Ol2xnObFdKV9pmRD2t9x8
"10,000 Hours (with Justin Bieber)",Dan + Shay,"['contemporary_country', 'country', 'pop']",81,0.654,0.63,10,-4.644,1,0.0259,0.153,0.0,0.111,0.43,89.991,2wrJq5XKLnmhRXHIAf9xBa
CÓMO SE SIENTE - Remix,Jhay Cortez,"['latin', 'reggaeton', 'trap_latino']",84,0.807,0.606,3,-8.871,0,0.088,0.0946,0.0,0.119,0.304,92.988,2tFwfmceQa1Y6nRPhYbEtC
Heartless,The Weeknd,"['canadian_contemporary_r&b', 'canadian_pop', 'pop']",79,0.537,0.746,10,-5.507,0,0.15,0.0236,1.01e-06,0.156,0.252,170.062,6bnF93Rx87YqUBLSgjiMU8
BUTTERFLY EFFECT,Travis Scott,"['rap', 'slap_house']",80,0.763,0.628,11,-5.85,1,0.05,0.0531,0.0,0.114,0.193,140.958,2cYqizR4lgvp4Qu6IQ3qGN
Body,Megan Thee Stallion,"['houston_rap', 'pop', 'trap_queen']",77,0.914,0.732,8,-6.1,0,0.241,0.0166,0.0,0.107,0.469,94.066,0A1hoCfMLkiAgvhWkkucJa
Don't Be Shy,Tiësto,"['big_room', 'brostep', 'dance_pop', 'dutch_edm', 'edm', 'house', 'pop', 'pop_dance', 'slap_house', 'trance', 'tropical_house']",89,0.77,0.787,11,-3.748,0,0.0583,0.198,0.0,0.262,0.513,119.986,0bI7K9Becu2dtXK1Q3cZNB
If I Didn't Love You,Jason Aldean,"['contemporary_country', 'country', 'country_road']",74,0.456,0.679,1,-4.802,1,0.0324,0.176,0.0,0.103,0.483,184.075,5f3MXmTmstozFg0BH1yPUk
E-GIRLS ARE RUINING MY LIFE!,CORPSE,"['dream_smp', 'viral_rap']",78,0.614,0.937,1,-7.443,1,0.115,0.00161,0.00136,0.103,0.386,84.98,7bCfHiRcfUjG0YVVNUL7Ve
Snowman,Sia,"['australian_dance', 'australian_pop', 'pop']",86,0.716,0.512,1,-6.257,1,0.0331,0.483,0.0,0.0928,0.326,104.957,7uoFMmxln0GPXQ0AcCBXRq
Someone To You,BANNERS,"['indie_poptimism', 'modern_rock', 'pop', 'pop_rock']",82,0.52,0.903,2,-5.497,1,0.042,0.00517,0.0,0.254,0.652,74.988,2f0pn9DkEJwAzXApnFh5cr
Fine Line,Harry Styles,['pop'],80,0.306,0.347,2,-8.5,1,0.0334,0.172,0.00013,0.0485,0.0511,120.996,6VzcQuzTNTMFnJ6rBSaLH9
Tombstone,Rod Wave,['florida_rap'],73,0.55,0.637,8,-5.212,1,0.163,0.597,0.0,0.129,0.535,84.448,3zc8VZEpM1onYV4FWGdFvm
Ugliest,$uicideboy$,"['dark_trap', 'new_orleans_rap', 'underground_hip_hop']",75,0.752,0.55,5,-7.166,0,0.362,0.172,0.0148,0.14,0.405,174.073,2Q9nA56DKKJhj4cHMbHlAS
Love Me,Lil Tecca,"['melodic_rap', 'pluggnb', 'rap', 'trap']",79,0.719,0.538,11,-6.897,0,0.28,0.632,0.0,0.135,0.803,204.132,4e0FYxSROat25pH16zMTZI
Hit Different,SZA,"['pop', 'r&b']",77,0.679,0.516,0,-6.371,0,0.0452,0.199,0.0,0.0965,0.716,120.074,7Bar1kLTmsRmH6FCKKMEyU
Switches & Dracs (with Lil Durk feat. EST Gee),Moneybagg Yo,"['hip_hop', 'memphis_hip_hop', 'rap', 'southern_hip_hop', 'tennessee_hip_hop', 'trap']",74,0.772,0.563,11,-8.188,0,0.452,0.0107,0.0,0.304,0.521,160.064,4c7LkE1lSNj3RR4cZo0jEi
Christmas Tree,V,"['j-division', 'korean_ost']",87,0.437,0.384,5,-8.384,1,0.042,0.699,2.33e-05,0.121,0.181,139.009,186NCtNk1tUYS7c2DxgJ7O
In My Mind,Lyn Lapid,['gen_z_singer-songwriter'],78,0.668,0.392,2,-12.178,0,0.0585,0.789,0.00275,0.345,0.323,135.936,2W779g2UrRZtVdf3FcEOO1
It's You,Ali Gatie,"['canadian_hip_hop', 'pop']",83,0.732,0.463,11,-6.972,0,0.0287,0.374,0.0,0.194,0.397,95.971,5DqdesEfbRyOlSS3Tf6c29
CHICKEN TENDIES,Clinton Kane,"['alt_z', 'gen_z_singer-songwriter', 'pop']",78,0.57,0.689,7,-6.242,1,0.147,0.358,0.0,0.0819,0.568,100.087,0awuNCj9gwJEM0seER22DW
Cake,Aflacko,['cali_rap'],76,0.776,0.467,8,-10.094,0,0.272,0.682,0.0,0.205,0.563,97.486,23OCmW1EsawtZSK0J2AUHT
Riot,XXXTENTACION,"['emo_rap', 'miami_hip_hop']",77,0.509,0.542,3,-8.027,0,0.442,0.019,0.00639,0.23,0.151,97.767,4aOOExMBUyxKnEYb39SrTg
Girls Need Love (with Drake) - Remix,Summer Walker,"['pop', 'r&b']",78,0.656,0.432,6,-9.481,0,0.217,0.443,0.0,0.132,0.0897,97.022,14SaZBTjxlorHJQxXh01Hu
Be Alright,Dean Lewis,"['australian_pop', 'pop', 'pop_rock']",82,0.553,0.586,11,-6.319,1,0.0362,0.697,0.0,0.0813,0.443,126.684,3EPXxR3ImUwfayaurPi3cm
Yacht Club (feat. Juice WRLD),Lil Yachty,"['atl_hip_hop', 'hip_hop', 'melodic_rap', 'rap', 'trap', 'underground_hip_hop', 'viral_rap']",75,0.721,0.508,7,-7.496,1,0.394,0.317,0.0,0.153,0.457,159.911,5R2rsbwCDXORX2tLfprRmM
Your Power,Billie Eilish,"['art_pop', 'electropop', 'pop']",81,0.632,0.284,9,-14.025,0,0.0801,0.932,0.000476,0.233,0.208,129.642,042Sl6Mn83JHyLEqdK7uI0
Suge,DaBaby,"['north_carolina_hip_hop', 'rap', 'trap']",76,0.876,0.662,2,-6.482,0,0.426,0.0608,0.0,0.127,0.844,75.445,2gwkD6igEhQbDQegRCcdoB
affection,BETWEEN FRIENDS,"['indie_pop', 'la_pop']",78,0.273,0.565,2,-7.283,1,0.248,0.516,1.68e-06,0.0855,0.298,179.518,2lTtnKQgjbrBA1qnOFhBkP
Freakin' Out On the Interstate,Briston Maroney,"['indie_pop', 'modern_rock', 'nashville_indie']",75,0.45,0.794,4,-5.015,1,0.0538,0.388,0.0,0.303,0.362,143.861,0awZwmlC6pxH65KTZpadmX
Somebody Like That,Tenille Arts,"['canadian_contemporary_country', 'contemporary_country', 'country', 'country_pop']",75,0.574,0.798,6,-5.356,1,0.0485,0.0152,0.0,0.111,0.58,105.034,3hboOw4dS0aXGuP0fyyvbC
Playing Games (with Bryson Tiller) - Extended Version,Summer Walker,"['pop', 'r&b']",77,0.726,0.408,11,-6.606,0,0.0614,0.603,0.0,0.225,0.459,115.918,2xyx0o4xNOLLjBSbOOdcbA
willow,Taylor Swift,['pop'],82,0.392,0.574,7,-9.195,1,0.17,0.833,0.00179,0.145,0.529,81.112,0lx2cLdOt3piJbcaXIV74f
Kings & Queens,Ava Max,"['dance_pop', 'pop']",84,0.637,0.69,1,-4.057,0,0.0405,0.00786,0.0,0.124,0.457,129.857,7a53HqqArd4b9NF4XAmlbI
Wockesha,Moneybagg Yo,"['hip_hop', 'memphis_hip_hop', 'rap', 'southern_hip_hop', 'tennessee_hip_hop', 'trap']",74,0.582,0.537,0,-9.229,1,0.619,0.129,0.0,0.0749,0.771,82.103,0nqhKXDjsyBMvbeWmgijD0
Heartbreak Anthem (with David Guetta & Little Mix),Galantis,"['dance_pop', 'edm', 'electro_house', 'pop', 'pop_dance', 'tropical_house']",85,0.595,0.784,1,-4.878,1,0.102,0.216,0.0,0.0608,0.479,124.111,5K6Ssv4Z3zRvxt0P6EKUAP
bloody valentine,Machine Gun Kelly,"['ohio_hip_hop', 'pop_rap']",78,0.533,0.858,2,-4.212,1,0.0766,0.00021,0.0,0.148,0.506,160.057,6mADjHs6FXdroPzEGW6KVJ
Major (feat. Key Glock),Young Dolph,"['gangster_rap', 'hip_hop', 'memphis_hip_hop', 'rap', 'southern_hip_hop', 'tennessee_hip_hop', 'trap']",73,0.907,0.651,6,-5.661,0,0.312,0.0111,0.000433,0.108,0.637,147.026,3Yt2ph8Ko0JBANpdawzSF2
Drunk (And I Don't Wanna Go Home),Elle King,['modern_blues_rock'],74,0.612,0.884,5,-4.4,1,0.0459,0.00516,0.0,0.0997,0.626,119.991,0QULNNd9z5s35entfiiXoa
Stop Draggin' Your Boots,Danielle Bradbery,"['contemporary_country', 'country', 'country_pop']",74,0.463,0.76,2,-5.958,1,0.11,0.0379,0.0,0.115,0.65,123.899,0ODaBMQ3tbTefbmbMWTwdT
GOODMORNINGTOKYO!,TOKYO’S REVENGE,"['meme_rap', 'sad_rap', 'vapor_trap', 'viral_rap']",76,0.907,0.539,4,-7.782,1,0.36,0.0408,0.0,0.253,0.664,124.918,0Q2n5yzl2XRqYbV77tZNYp
ULTRA VIOLET,Thouxanbanfauni,"['atl_hip_hop', 'melodic_rap', 'plugg', 'pluggnb', 'underground_hip_hop', 'vapor_trap']",76,0.632,0.714,1,-8.924,0,0.063,0.118,0.926,0.12,0.313,159.938,2CxjDTsUBmVlcMjjy2UETJ
Cradles,Sub Urban,['modern_indie_pop'],75,0.534,0.589,1,-1.865,1,0.325,0.256,6.02e-05,0.176,0.632,78.616,1y4jsQt7MjnZhiD1L6qFBC
